{'LogType': 'Latency', 'Which': 's', 'AlgoTime': '11', 'TimeType': 'ms', 'Detail': 'Before_recv_cb'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396254', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396255', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396259', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396259', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396287', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396287', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396287', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396290', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396290', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396319', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396319', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396319', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396321', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396321', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396362', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396362', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396363', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396367', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396367', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396395', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396395', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396395', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396399', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396399', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396427', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396427', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396427', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396430', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396430', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396459', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396459', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396459', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396461', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396461', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396491', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396491', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396491', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396524', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396524', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396524', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396540', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396540', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396547', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396547', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396552', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396552', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396552', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396552', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '2223', 'TimeType': 'ms', 'Detail': 'quiche_stream_iter_next'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '1', 'TimeType': 'ms', 'Detail': 'recv_len < 0 Pass'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '0', 'TimeType': 'ms', 'Detail': 'bk_buf.write'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396554', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396554', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396554', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '1', 'TimeType': 'ms', 'Detail': 'stream_working_Started'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '0', 'TimeType': 'ms', 'Detail': 'video_viewer4Start'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '1', 'TimeType': 'ms', 'Detail': 'video_viewer4_while_pass'}
{'LogType': 'Latency', 'Which': 'p', 'AlgoTime': '0', 'TimeType': 'ms', 'Detail': 'av_image_get_buffer_size'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396556', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396556', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396559', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396559', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396559', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396559', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396586', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396586', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396587', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396589', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396589', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396590', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396590', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396590', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396590', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396629', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396629', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396630', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396632', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396632', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396633', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396633', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396633', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396633', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396661', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396661', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396661', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396664', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396664', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396665', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396665', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396665', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396665', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396693', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396693', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396694', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396696', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396696', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396696', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396697', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396697', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396697', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396727', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396727', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396727', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396729', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396729', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396730', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396730', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396730', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396730', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396760', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396760', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396761', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396764', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396764', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396765', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396765', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396765', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396765', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396793', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396793', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396793', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396795', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396795', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396796', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396796', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396796', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396797', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396824', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396824', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396824', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396827', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396827', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396828', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396828', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396829', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396834', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396856', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396856', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396857', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396859', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396859', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396860', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396860', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396860', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396877', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396888', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396888', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396888', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396891', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396891', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396892', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396892', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396892', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396916', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396930', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396930', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396931', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396933', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396933', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396933', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396933', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396934', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396955', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396964', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396964', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396964', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396966', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396966', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396967', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396968', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396968', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396996', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396996', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396996', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396997', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198396999', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198396999', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397000', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397000', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397000', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397029', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397029', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397029', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397032', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397032', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397033', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397033', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397034', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397036', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397061', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397061', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397061', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397064', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397064', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397064', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397065', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397065', 'TimeType': 'ms', 'Detail': '2'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397077', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397094', 'TimeType': 'ms', 'Detail': 'RGB_Push'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397094', 'TimeType': 'ms', 'Detail': '1'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397094', 'TimeType': 'ms', 'Detail': 'start_CatchFrame'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397096', 'TimeType': 'ms', 'Detail': 'RGB_Pop'}
{'LogType': 'RGB_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397096', 'TimeType': 'ms', 'Detail': '0'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397097', 'TimeType': 'ms', 'Detail': 'FrameToYUV'}
{'LogType': 'FrameTime', 'Which': 's', 'AlgoTime': '1613198397097', 'TimeType': 'ms', 'Detail': 'Net_Produce'}
{'LogType': 'Net_Buffer_Count', 'Which': 's', 'AlgoTime': '1613198397097', 'TimeType': 'ms', 'Detail': '2'}
